Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Customer_Status_Predicted
34713-KER,Male,58,Yes,Kerala,1,29,Deal 5,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.75,174.75,0.0,0,54.34000015258789,229.0899963378906,Joined,Others,Others,1
35075-PUN,Male,64,Yes,Punjab,5,9,,Yes,No,Yes,Cable,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55.04999923706055,55.04999923706055,0.0,0,14.64999961853027,69.69999694824219,Joined,Others,Others,1
35635-TEL,Female,26,Yes,Telangana,10,5,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.39999961853027,20.39999961853027,0.0,0,17.80999946594238,38.20999908447266,Joined,Others,Others,1
35658-JHA,Male,35,No,Jharkhand,2,16,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.45000076293945,20.45000076293945,0.0,0,39.61000061035156,60.06000137329102,Joined,Others,Others,1
36017-TAM,Female,52,Yes,Tamil Nadu,15,23,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.54999923706055,19.54999923706055,0.0,0,40.63000106811523,60.18000030517578,Joined,Others,Others,1
36284-ODI,Male,43,Yes,Odisha,4,13,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.54999923706055,44.54999923706055,0.0,0,41.09999847412109,85.6500015258789,Joined,Others,Others,1
36339-UTT,Female,54,No,Uttar Pradesh,14,7,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.89999961853027,45.75,0.0,0,124.0800018310547,169.8300018310547,Joined,Others,Others,1
36483-KAR,Male,42,No,Karnataka,2,14,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,19.75,0.0,0,15.77000045776367,35.52000045776367,Joined,Others,Others,1
36628-GUJ,Female,44,Yes,Gujarat,7,1,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.1500015258789,194.5500030517578,0.0,0,53.15999984741211,247.7100067138672,Joined,Others,Others,1
37131-MAH,Male,52,No,Maharashtra,6,2,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,89.25,0.0,0,16.63999938964844,105.8899993896484,Joined,Others,Others,1
38452-MAH,Female,34,No,Maharashtra,6,14,Deal 5,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,47.95000076293945,47.95000076293945,0.0,0,46.22999954223633,94.18000030517578,Joined,Others,Others,1
38577-BIH,Female,30,Yes,Bihar,6,36,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.5,90.05000305175781,0.0,0,61.7400016784668,151.7899932861328,Joined,Others,Others,1
38663-UTT,Male,42,No,Uttar Pradesh,7,15,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.29999923706055,40.25,0.0,0,14.53999996185303,54.79000091552734,Joined,Others,Others,1
38748-AND,Female,22,Yes,Andhra Pradesh,13,6,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.64999961853027,19.64999961853027,0.0,0,27.8799991607666,47.52999877929688,Joined,Others,Others,1
38920-PUN,Female,50,No,Punjab,8,7,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.84999847412109,43.84999847412109,0.0,10,15.89999961853027,69.75,Joined,Others,Others,1
39128-PUN,Male,36,No,Punjab,15,22,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.75,44.75,0.0,10,18.56999969482422,73.31999969482422,Joined,Others,Others,1
39332-TEL,Female,44,Yes,Telangana,6,8,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.55000305175781,80.55000305175781,0.0,60,5.929999828338623,146.4799957275391,Joined,Others,Others,1
39540-BIH,Female,34,No,Bihar,12,13,,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,49.04999923706055,49.04999923706055,0.0,0,25.77000045776367,74.81999969482422,Joined,Others,Others,1
39623-HAR,Female,85,No,Haryana,2,10,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.5999984741211,239.0500030517578,0.0,30,118.5299987792969,387.5799865722656,Joined,Others,Others,1
39764-UTT,Female,39,Yes,Uttar Pradesh,5,14,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35000038146973,46.34999847412109,0.0,0,88.68000030517578,135.0299987792969,Joined,Others,Others,1
39866-MAH,Female,24,No,Maharashtra,1,12,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.54999923706055,84.4000015258789,0.0,10,83.80000305175781,178.1999969482422,Joined,Others,Others,1
41196-MAH,Female,29,Yes,Maharashtra,11,10,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45.0,45.0,0.0,10,40.63000106811523,95.62999725341797,Joined,Others,Others,1
41235-WES,Female,37,No,West Bengal,8,10,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.79999923706055,44.79999923706055,0.0,0,27.45999908447266,72.26000213623047,Joined,Others,Others,1
41427-HAR,Male,37,No,Haryana,13,13,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.20000076293945,20.20000076293945,0.0,0,24.47999954223633,44.68000030517578,Joined,Others,Others,1
41500-KAR,Male,31,No,Karnataka,1,31,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85000038146973,51.59999847412109,0.0,0,54.93999862670898,106.5400009155273,Joined,Others,Others,1
41795-UTT,Female,58,No,Uttar Pradesh,5,10,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,19.75,0.0,0,41.27999877929688,61.02999877929688,Joined,Others,Others,1
42089-MAH,Female,32,No,Maharashtra,2,34,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.70000076293945,57.5,0.0,0,115.2300033569336,172.7299957275391,Joined,Others,Others,1
42358-BIH,Female,53,No,Bihar,9,35,,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.20000076293945,140.3999938964844,0.0,0,124.1399993896484,264.5400085449219,Joined,Others,Others,1
42574-ASS,Female,25,No,Assam,5,3,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.54999923706055,19.54999923706055,0.0,0,8.229999542236328,27.78000068664551,Joined,Others,Others,1
42768-TAM,Female,45,No,Tamil Nadu,13,14,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.39999961853027,19.39999961853027,0.0,0,2.849999904632568,22.25,Joined,Others,Others,1
42864-ODI,Female,29,No,Odisha,2,10,Deal 5,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,30.25,63.75,0.0,0,0.0,63.75,Joined,Others,Others,1
43297-MAH,Male,60,No,Maharashtra,12,18,,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,50.20000076293945,109.25,0.0,10,12.68000030517578,131.9299926757812,Joined,Others,Others,1
43604-TAM,Female,18,No,Tamil Nadu,14,7,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.64999961853027,19.64999961853027,0.0,0,23.40999984741211,43.06000137329102,Joined,Others,Others,1
43877-PUN,Male,23,No,Punjab,6,3,,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,60.84999847412109,111.4000015258789,0.0,0,30.5,141.8999938964844,Joined,Others,Others,1
43908-WES,Male,36,No,West Bengal,3,25,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.3499984741211,139.25,0.0,0,89.54000091552734,228.7899932861328,Joined,Others,Others,1
43920-RAJ,Female,38,No,Rajasthan,9,3,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.90000152587891,49.90000152587891,0.0,0,9.0,58.90000152587891,Joined,Others,Others,1
44202-TEL,Female,50,Yes,Telangana,9,14,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.94999694824219,69.94999694824219,0.0,0,11.44999980926514,81.4000015258789,Joined,Others,Others,1
44208-AND,Female,25,Yes,Andhra Pradesh,2,20,,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.1500015258789,235.0,0.0,0,72.83999633789062,307.8399963378906,Joined,Others,Others,1
44655-TEL,Male,41,Yes,Telangana,0,25,,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.5,147.75,0.0,0,79.13999938964844,226.8899993896484,Joined,Others,Others,1
44693-UTT,Female,53,No,Uttar Pradesh,11,27,,Yes,No,No,,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.29999923706055,31.89999961853027,0.0,0,70.83999633789062,102.7399978637695,Joined,Others,Others,1
44700-DEL,Female,48,No,Delhi,10,19,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.5999984741211,84.5999984741211,0.0,0,7.340000152587891,91.94000244140625,Joined,Others,Others,1
44709-WES,Female,72,Yes,West Bengal,7,17,,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.75,82.8499984741211,0.0,0,0.0,82.8499984741211,Joined,Others,Others,1
45038-BIH,Female,25,Yes,Bihar,7,14,,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55000305175781,233.6499938964844,0.0,0,30.29999923706055,263.9500122070312,Joined,Others,Others,1
45213-AND,Female,25,Yes,Andhra Pradesh,15,5,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,61.20000076293945,125.9499969482422,0.0,0,64.12000274658203,190.0700073242188,Joined,Others,Others,1
45561-MAH,Female,44,Yes,Maharashtra,6,7,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.0,40.90000152587891,0.0,0,86.54000091552734,127.4400024414062,Joined,Others,Others,1
45672-TAM,Female,29,No,Tamil Nadu,0,2,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.20000076293945,20.20000076293945,0.0,0,42.15000152587891,62.34999847412109,Joined,Others,Others,1
45771-KAR,Female,50,No,Karnataka,3,7,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.45000076293945,44.45000076293945,0.0,0,23.34000015258789,67.79000091552734,Joined,Others,Others,1
45978-GUJ,Female,38,Yes,Gujarat,2,19,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.75,44.20000076293945,0.0,0,55.34000015258789,99.54000091552734,Joined,Others,Others,1
46004-TAM,Male,25,Yes,Tamil Nadu,1,6,,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,-8.0,132.3999938964844,0.0,0,47.04000091552734,179.4400024414062,Joined,Others,Others,1
46081-TAM,Male,41,Yes,Tamil Nadu,14,29,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.15000152587891,45.15000152587891,0.0,0,42.34000015258789,87.48999786376953,Joined,Others,Others,1
46190-GUJ,Male,27,Yes,Gujarat,0,36,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,55.54999923706055,55.54999923706055,0.0,30,33.31999969482422,118.870002746582,Joined,Others,Others,1
46378-MAH,Female,59,Yes,Maharashtra,15,10,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.4000015258789,154.8000030517578,0.0,0,14.97999954223633,169.7799987792969,Joined,Others,Others,1
46619-RAJ,Male,25,No,Rajasthan,1,14,,Yes,No,No,,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.39999961853027,20.39999961853027,0.0,0,27.5,47.90000152587891,Joined,Others,Others,1
46730-ASS,Female,18,No,Assam,5,4,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.75,144.8000030517578,0.0,0,87.12000274658203,231.9199981689453,Joined,Others,Others,1
46792-MAD,Female,59,Yes,Madhya Pradesh,6,25,Deal 5,No,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,35.90000152587891,35.90000152587891,0.0,0,0.0,35.90000152587891,Joined,Others,Others,1
46865-PUN,Female,18,No,Punjab,11,1,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.44999694824219,145.1499938964844,0.0,0,57.22000122070312,202.3699951171875,Joined,Others,Others,1
47133-ODI,Female,60,Yes,Odisha,15,8,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.59999847412109,122.6999969482422,0.0,0,46.77000045776367,169.4700012207031,Joined,Others,Others,1
47492-AND,Female,30,Yes,Andhra Pradesh,15,24,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.14999961853027,20.14999961853027,0.0,0,18.6299991607666,38.77999877929688,Joined,Others,Others,1
47611-WES,Male,25,No,West Bengal,4,31,,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.25,55.25,0.0,60,39.18999862670898,154.4400024414062,Joined,Others,Others,1
47624-TAM,Female,62,Yes,Tamil Nadu,7,29,,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,-5.0,189.1000061035156,0.0,0,100.5899963378906,289.6900024414062,Joined,Others,Others,1
47737-UTT,Male,42,No,Uttar Pradesh,15,25,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.64999961853027,19.64999961853027,0.0,0,16.90999984741211,36.56000137329102,Joined,Others,Others,1
47957-GUJ,Female,26,No,Gujarat,4,2,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45000076293945,20.45000076293945,0.0,0,42.16999816894531,62.61999893188477,Joined,Others,Others,1
48018-RAJ,Male,39,No,Rajasthan,1,14,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.54999923706055,19.54999923706055,0.0,0,30.6299991607666,50.18000030517578,Joined,Others,Others,1
48051-GUJ,Female,49,Yes,Gujarat,0,36,,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,25.85000038146973,25.85000038146973,0.0,0,0.0,25.85000038146973,Joined,Others,Others,1
48939-BIH,Female,38,Yes,Bihar,1,6,,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.95000076293945,49.95000076293945,0.0,0,44.97999954223633,94.93000030517578,Joined,Others,Others,1
49201-GUJ,Female,37,No,Gujarat,11,30,,No,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.89999961853027,29.89999961853027,0.0,0,0.0,29.89999961853027,Joined,Others,Others,1
49265-BIH,Female,18,Yes,Bihar,4,4,Deal 5,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,55.90000152587891,157.5500030517578,0.0,0,99.83999633789062,257.3900146484375,Joined,Others,Others,1
49304-KAR,Female,32,Yes,Karnataka,6,33,,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.79999923706055,49.79999923706055,0.0,0,3.970000028610229,53.77000045776367,Joined,Others,Others,1
51214-MAH,Male,28,No,Maharashtra,12,22,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.5999984741211,232.5,0.0,10,82.0199966430664,324.5199890136719,Joined,Others,Others,1
51597-MAD,Female,26,Yes,Madhya Pradesh,10,18,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.89999961853027,19.89999961853027,0.0,0,1.5,21.39999961853027,Joined,Others,Others,1
51657-TAM,Male,54,No,Tamil Nadu,13,16,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.85000038146973,60.65000152587891,0.0,0,58.7400016784668,119.3899993896484,Joined,Others,Others,1
51751-KER,Female,62,No,Kerala,9,25,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1500015258789,123.8000030517578,0.0,0,67.5,191.3000030517578,Joined,Others,Others,1
51961-BIH,Male,47,No,Bihar,9,25,Deal 5,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.95000076293945,123.0500030517578,0.0,0,73.91999816894531,196.9700012207031,Joined,Others,Others,1
52279-TAM,Male,53,No,Tamil Nadu,15,26,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.69999694824219,239.4499969482422,0.0,0,71.16000366210938,310.6099853515625,Joined,Others,Others,1
52641-JHA,Female,44,Yes,Jharkhand,7,29,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,71.0999984741211,71.0999984741211,0.0,0,37.5099983215332,108.6100006103516,Joined,Others,Others,1
52695-UTT,Female,52,No,Uttar Pradesh,14,34,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35000038146973,35.09999847412109,0.0,0,4.920000076293945,40.02000045776367,Joined,Others,Others,1
53186-HAR,Male,74,Yes,Haryana,10,2,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,45.25,45.25,0.0,0,11.89000034332275,57.13999938964844,Joined,Others,Others,1
53295-WES,Female,35,No,West Bengal,7,33,Deal 5,Yes,Yes,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.70000076293945,25.70000076293945,0.0,0,43.84000015258789,69.54000091552734,Joined,Others,Others,1
53350-TEL,Male,37,Yes,Telangana,6,22,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.5,217.4499969482422,0.0,0,20.90999984741211,238.3600006103516,Joined,Others,Others,1
53449-MAH,Female,52,No,Maharashtra,8,17,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.89999961853027,19.89999961853027,0.0,0,2.380000114440918,22.28000068664551,Joined,Others,Others,1
53612-UTT,Female,39,Yes,Uttar Pradesh,8,34,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.85000038146973,72.0,0.0,0,35.31000137329102,107.3099975585938,Joined,Others,Others,1
53764-WES,Male,36,No,West Bengal,10,23,,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.89999961853027,24.89999961853027,0.0,0,0.0,24.89999961853027,Joined,Others,Others,1
53815-BIH,Female,36,No,Bihar,2,4,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.70000076293945,19.70000076293945,0.0,0,34.27999877929688,53.97999954223633,Joined,Others,Others,1
54172-RAJ,Female,64,Yes,Rajasthan,0,9,Deal 5,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.54999923706055,118.25,0.0,0,63.47999954223633,181.7299957275391,Joined,Others,Others,1
54195-MAH,Female,61,Yes,Maharashtra,11,23,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,19.75,0.0,0,37.61999893188477,57.36999893188477,Joined,Others,Others,1
54564-AND,Female,55,Yes,Andhra Pradesh,11,7,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.0999984741211,257.6000061035156,0.0,0,43.04999923706055,300.6499938964844,Joined,Others,Others,1
54598-TAM,Male,59,No,Tamil Nadu,11,32,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,39.29999923706055,0.0,0,3.940000057220459,43.2400016784668,Joined,Others,Others,1
54997-UTT,Female,55,No,Uttar Pradesh,7,23,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.0,44.0,0.0,0,26.14999961853027,70.1500015258789,Joined,Others,Others,1
55043-UTT,Male,43,Yes,Uttar Pradesh,8,17,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.9000015258789,69.9000015258789,0.0,10,9.359999656677246,89.26000213623047,Joined,Others,Others,1
55757-KAR,Female,32,Yes,Karnataka,2,9,Deal 5,Yes,No,Yes,Cable,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.79999923706055,154.5500030517578,0.0,0,12.56999969482422,167.1199951171875,Joined,Others,Others,1
55831-TAM,Male,43,No,Tamil Nadu,11,13,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.95000076293945,58.29999923706055,0.0,0,15.44999980926514,73.75,Joined,Others,Others,1
56256-UTT,Male,40,No,Uttar Pradesh,14,15,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.30000305175781,220.3999938964844,0.0,0,29.21999931335449,249.6199951171875,Joined,Others,Others,1
56460-MAH,Male,38,Yes,Maharashtra,12,23,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,-1.0,129.1999969482422,0.0,10,5.440000057220459,144.6399993896484,Joined,Others,Others,1
56554-RAJ,Female,29,Yes,Rajasthan,0,11,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.75,19.75,0.0,0,10.22000026702881,29.96999931335449,Joined,Others,Others,1
56728-RAJ,Male,40,No,Rajasthan,0,1,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.59999847412109,45.59999847412109,0.0,0,37.43999862670898,83.04000091552734,Joined,Others,Others,1
57256-BIH,Female,18,No,Bihar,9,7,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85000038146973,57.20000076293945,0.0,0,9.359999656677246,66.55999755859375,Joined,Others,Others,1
57457-MAD,Female,46,No,Madhya Pradesh,14,34,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.0,38.0,0.0,0,68.76000213623047,106.7600021362305,Joined,Others,Others,1
58044-KAR,Female,31,No,Karnataka,5,13,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35000038146973,41.84999847412109,0.0,0,10.84000015258789,52.68999862670898,Joined,Others,Others,1
58577-ODI,Female,44,Yes,Odisha,7,36,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.84999847412109,105.5999984741211,0.0,0,10.9399995803833,116.5400009155273,Joined,Others,Others,1
58848-PUN,Male,58,Yes,Punjab,14,18,,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.79999923706055,49.79999923706055,0.0,0,38.20999908447266,88.01000213623047,Joined,Others,Others,1
58974-MAD,Male,34,No,Madhya Pradesh,11,14,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.29999923706055,41.20000076293945,0.0,0,25.36000061035156,66.55999755859375,Joined,Others,Others,1
59750-AND,Female,49,Yes,Andhra Pradesh,11,4,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.9000015258789,136.0500030517578,0.0,0,82.16000366210938,218.2100067138672,Joined,Others,Others,1
61025-MAH,Female,45,No,Maharashtra,4,16,Deal 5,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.84999847412109,49.84999847412109,0.0,0,42.54999923706055,92.4000015258789,Joined,Others,Others,1
61203-PUN,Female,19,No,Punjab,11,11,,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.5999984741211,174.1999969482422,0.0,0,122.9700012207031,297.1700134277344,Joined,Others,Others,1
61331-UTT,Male,36,Yes,Uttarakhand,2,10,Deal 5,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.75,50.75,0.0,0,45.77000045776367,96.5199966430664,Joined,Others,Others,1
61474-TEL,Male,52,Yes,Telangana,11,17,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35000038146973,20.35000038146973,0.0,0,31.96999931335449,52.31999969482422,Joined,Others,Others,1
62359-AND,Female,48,Yes,Andhra Pradesh,5,24,Deal 5,No,No,Yes,Cable,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,33.59999847412109,33.59999847412109,0.0,50,0.0,83.5999984741211,Joined,Others,Others,1
62535-AND,Male,42,No,Andhra Pradesh,8,22,Deal 5,Yes,No,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,70.69999694824219,225.6499938964844,0.0,0,75.12000274658203,300.7699890136719,Joined,Others,Others,1
62842-HAR,Male,33,Yes,Haryana,11,25,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.29999923706055,44.40000152587891,0.0,0,99.81999969482422,144.2200012207031,Joined,Others,Others,1
