Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Customer_Status_Predicted
78085-ODI,Male,28,No,Odisha,2,36,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.55,184.1,0.0,0,67.78,251.88,Churned,Attitude,Attitude of support person,1.0
15349-UTT,Male,47,Yes,Uttar Pradesh,9,12,Deal 5,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,50.15,0.0,0,39.87,90.02,Joined,,,1.0
78381-PUN,Female,26,No,Punjab,5,3,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.9,6137.0,0.0,0,527.94,6664.94,Churned,Price,Long distance charges,1.0
95984-MAH,Male,55,No,Maharashtra,15,25,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.2,930.4,0.0,0,356.3,1286.7,Churned,Competitor,Competitor offered more data,1.0
45860-ODI,Female,38,Yes,Odisha,14,12,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.65,714.15,0.0,0,205.92,920.07,Churned,Competitor,Competitor made better offer,1.0
67567-TAM,Male,70,No,Tamil Nadu,8,1,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,165.4,0.0,0,13.02,178.42,Churned,Competitor,Competitor made better offer,1.0
25161-DEL,Female,64,Yes,Delhi,11,26,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05,1258.3,0.0,110,661.95,2030.25,Churned,Competitor,Competitor made better offer,1.0
28281-KAR,Male,56,Yes,Karnataka,8,32,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,253.8,0.0,0,148.89,402.69,Joined,,,1.0
88111-MAH,Female,52,Yes,Maharashtra,15,32,,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,83.4,83.4,0.0,0,43.06,126.46,Joined,,,1.0
12490-TEL,Female,52,No,Telangana,9,6,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.75,238.1,38.84,0,37.5,236.76,Joined,,,1.0
34024-AND,Female,45,Yes,Andhra Pradesh,4,21,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,7.66,27.71,Joined,,,1.0
67856-AND,Male,67,No,Andhra Pradesh,2,5,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.25,331.9,12.48,0,11.35,330.77,Churned,Price,Price too high,1.0
44895-RAJ,Male,56,Yes,Rajasthan,4,21,Deal 4,No,,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,45.55,597.0,0.0,0,0.0,597.0,Churned,Dissatisfaction,Poor expertise of online support,1.0
71752-TEL,Female,51,No,Telangana,4,2,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.9,57.4,0.0,0,53.8,111.2,Joined,,,1.0
15692-UTT,Female,25,No,Uttar Pradesh,0,23,,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,45.05,45.05,0.0,0,48.03,93.08,Churned,Competitor,Competitor had better devices,1.0
77494-KAR,Female,27,Yes,Karnataka,13,3,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.05,7532.15,0.0,0,3508.82,11040.97,Churned,Competitor,Competitor had better devices,1.0
92742-RAJ,Female,59,No,Rajasthan,15,34,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,20.65,38.7,0.0,0,49.42,88.12,Churned,Attitude,Attitude of support person,1.0
37453-JAM,Male,73,No,Jammu & Kashmir,13,2,Deal 3,Yes,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.15,2231.05,0.0,0,386.4,2617.45,Churned,Competitor,Competitor made better offer,1.0
24757-UTT,Female,32,No,Uttar Pradesh,9,1,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,46.05,80.35,0.0,10,59.38,149.73,Churned,Attitude,Attitude of service provider,1.0
84807-KAR,Female,83,No,Karnataka,14,5,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4259.3,8.88,0,924.96,5175.38,Churned,Dissatisfaction,Product dissatisfaction,1.0
98172-ASS,Female,53,No,Assam,15,3,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.25,1258.6,0.0,0,408.52,1667.12,Churned,Competitor,Competitor made better offer,1.0
62968-UTT,Female,18,No,Uttar Pradesh,4,3,,Yes,No,Yes,Cable,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,59.55,59.55,0.0,0,41.39,100.94,Joined,,,1.0
91132-WES,Female,65,No,West Bengal,15,19,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.65,68.65,0.0,0,12.4,81.05,Churned,Price,Price too high,1.0
36440-JHA,Female,78,Yes,Jharkhand,3,26,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.55,3856.75,0.0,0,1682.16,5538.91,Churned,Dissatisfaction,Network reliability,1.0
86433-TAM,Male,62,Yes,Tamil Nadu,8,1,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.8,1727.5,0.0,0,585.8,2313.3,Churned,Price,Price too high,1.0
68826-MAH,Male,48,No,Maharashtra,14,1,,No,,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.7,24.7,0.0,0,0.0,24.7,Joined,,,1.0
88459-UTT,Female,70,Yes,Uttar Pradesh,5,14,,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,346.2,0.0,0,193.4,539.6,Churned,Competitor,Competitor had better devices,1.0
36017-TAM,Female,52,Yes,Tamil Nadu,15,23,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.55,19.55,0.0,0,40.63,60.18,Joined,,,1.0
35520-ASS,Female,25,No,Assam,7,3,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.5,80.5,0.0,0,35.77,116.27,Churned,Dissatisfaction,Product dissatisfaction,1.0
13664-TAM,Female,44,Yes,Tamil Nadu,5,31,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,79.25,0.0,0,19.98,99.23,Churned,Dissatisfaction,Service dissatisfaction,1.0
92306-JAM,Female,56,Yes,Jammu & Kashmir,1,4,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,80.6,155.8,0.0,0,10.64,166.44,Churned,Competitor,Competitor made better offer,1.0
44010-BIH,Male,59,No,Bihar,0,29,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.25,20.25,0.0,0,10.71,30.96,Churned,Attitude,Attitude of support person,1.0
21919-UTT,Male,64,No,Uttar Pradesh,15,2,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.3,2416.55,0.0,80,365.05,2861.6,Churned,Other,Moved,1.0
87463-TAM,Female,49,No,Tamil Nadu,10,21,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,107.5,6873.75,0.0,60,121.59,7055.34,Churned,Attitude,Attitude of support person,1.0
58609-ASS,Female,35,Yes,Assam,8,32,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,117.8,8684.8,0.0,0,2510.64,11195.44,Churned,Competitor,Competitor offered higher download speeds,1.0
32563-KAR,Female,34,Yes,Karnataka,3,22,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,146.65,0.0,10,22.38,179.03,Joined,,,1.0
36284-ODI,Male,43,Yes,Odisha,4,13,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.55,44.55,0.0,0,41.1,85.65,Joined,,,1.0
46378-MAH,Female,59,Yes,Maharashtra,15,10,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.4,154.8,0.0,0,14.98,169.78,Joined,,,1.0
75124-MAH,Female,38,Yes,Maharashtra,6,12,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.65,333.6,0.0,0,96.36,429.96,Churned,Other,Moved,1.0
44202-TEL,Female,50,Yes,Telangana,9,14,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,69.95,0.0,0,11.45,81.4,Joined,,,1.0
17357-UTT,Female,18,No,Uttar Pradesh,15,5,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,777.3,0.0,0,310.64,1087.94,Churned,Competitor,Competitor had better devices,1.0
38364-TEL,Male,26,Yes,Telangana,15,25,Deal 3,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,65.25,1994.3,0.0,120,965.34,3079.64,Churned,Competitor,Competitor offered higher download speeds,1.0
76322-GUJ,Female,75,Yes,Gujarat,12,15,,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.9,788.35,0.0,0,648.7,1437.05,Stayed,,,1.0
29866-ASS,Female,55,No,Assam,10,25,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.4,36.55,0.0,0,0.0,36.55,Churned,Dissatisfaction,Lack of self-service on Website,1.0
46363-GUJ,Male,51,No,Gujarat,14,6,,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.6,50.6,0.0,0,11.86,62.46,Churned,Dissatisfaction,Service dissatisfaction,1.0
79020-KAR,Female,29,No,Karnataka,15,29,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,80.8,332.45,0.0,0,169.32,501.77,Churned,Competitor,Competitor offered higher download speeds,1.0
26757-KAR,Female,35,No,Karnataka,3,9,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,424.15,0.0,0,182.6,606.75,Churned,Competitor,Competitor had better devices,1.0
71224-GUJ,Male,37,No,Gujarat,6,26,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.85,1400.85,0.0,0,282.37,1683.22,Churned,Competitor,Competitor had better devices,1.0
69210-BIH,Female,46,Yes,Bihar,8,1,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.2,20.2,0.0,0,43.52,63.72,Churned,Price,Price too high,1.0
84588-UTT,Female,68,No,Uttar Pradesh,1,9,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.85,1772.25,0.0,0,49.2,1821.45,Churned,Attitude,Attitude of service provider,1.0
62910-ASS,Male,44,No,Assam,5,1,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.4,518.9,0.0,0,133.44,652.34,Churned,Competitor,Competitor made better offer,1.0
96108-MAD,Female,57,Yes,Madhya Pradesh,1,28,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,307.4,0.0,0,129.72,437.12,Churned,Dissatisfaction,Product dissatisfaction,1.0
78100-KAR,Female,57,No,Karnataka,12,31,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.15,98.5,0.0,0,12.94,111.44,Churned,Competitor,Competitor offered higher download speeds,1.0
17154-HAR,Male,32,No,Haryana,13,4,,Yes,No,No,,,,,,,,,,One Year,No,Mailed Check,18.8,18.8,0.0,0,43.57,62.37,Joined,,,1.0
11751-UTT,Male,39,No,Uttar Pradesh,4,23,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,1060.2,0.0,0,452.1,1512.3,Churned,Competitor,Competitor offered more data,1.0
19837-TAM,Female,57,Yes,Tamil Nadu,4,6,,No,,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,51.4,96.8,0.0,0,0.0,96.8,Joined,,,1.0
33747-UTT,Male,59,No,Uttar Pradesh,8,29,Deal 4,Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,94.4,1607.2,0.0,0,438.43,2045.63,Churned,Other,Moved,1.0
99585-JAM,Male,70,Yes,Jammu & Kashmir,6,14,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.45,74.45,0.0,0,39.61,114.06,Churned,Competitor,Competitor made better offer,1.0
57010-WES,Female,67,Yes,West Bengal,0,25,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,1078.9,0.0,0,282.37,1361.27,Churned,Competitor,Competitor made better offer,1.0
62238-KER,Female,26,No,Kerala,2,8,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.55,145.4,0.0,0,17.0,162.4,Churned,Competitor,Competitor had better devices,1.0
13666-UTT,Male,57,Yes,Uttarakhand,15,16,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.4,293.15,0.0,0,51.03,344.18,Joined,,,1.0
95794-RAJ,Male,54,Yes,Rajasthan,13,1,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.8,321.9,0.0,0,29.04,350.94,Churned,Dissatisfaction,Network reliability,1.0
62375-JAM,Female,62,Yes,Jammu & Kashmir,3,25,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,573.3,0.0,0,287.52,860.82,Churned,Competitor,Competitor had better devices,1.0
64847-TAM,Female,76,No,Tamil Nadu,11,17,,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.2,4062.2,0.0,0,790.4,4852.6,Churned,Other,Moved,1.0
54972-HAR,Female,73,Yes,Haryana,15,14,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,3351.55,33.73,0,1392.32,4710.14,Churned,Attitude,Attitude of support person,1.0
77078-ASS,Male,74,No,Assam,15,10,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.8,5617.75,0.0,0,491.15,6108.9,Churned,Price,Price too high,1.0
18986-ODI,Female,38,No,Odisha,11,4,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,193.8,0.0,0,85.78,279.58,Churned,Dissatisfaction,Lack of self-service on Website,1.0
26412-ASS,Female,30,No,Assam,7,18,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.7,39.85,0.0,0,27.78,67.63,Joined,,,1.0
23811-ASS,Male,46,No,Assam,2,3,Deal 4,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.7,858.6,0.0,0,220.56,1079.16,Churned,Dissatisfaction,Poor expertise of phone support,1.0
97997-KAR,Female,59,No,Karnataka,13,14,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,86.15,2745.7,0.0,0,473.22,3218.92,Churned,Attitude,Attitude of service provider,1.0
14698-PUN,Male,25,No,Punjab,4,13,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,89.9,0.0,0,32.85,122.75,Churned,Other,Don't know,1.0
48559-UTT,Male,61,No,Uttar Pradesh,9,14,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.95,431.0,0.0,10,25.92,466.92,Churned,Competitor,Competitor had better devices,1.0
86891-GUJ,Male,25,No,Gujarat,7,5,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,18.15,38.2,Joined,,,1.0
34101-TAM,Female,41,No,Tamil Nadu,5,35,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.2,50.6,0.0,0,55.29,105.89,Joined,,,1.0
63464-AND,Male,48,No,Andhra Pradesh,7,5,,Yes,No,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,60.65,196.9,0.0,0,67.47,264.37,Joined,,,1.0
46577-MAH,Female,36,Yes,Maharashtra,13,8,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.85,953.45,0.0,0,432.6,1386.05,Churned,Competitor,Competitor offered more data,1.0
42571-JAM,Female,27,No,Jammu & Kashmir,8,32,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.8,85.8,0.0,0,34.47,120.27,Churned,Competitor,Competitor made better offer,1.0
45084-JAM,Female,18,No,Jammu & Kashmir,14,9,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.2,292.85,0.0,20,69.78,382.63,Churned,Competitor,Competitor made better offer,1.0
92134-BIH,Male,24,No,Bihar,5,11,,No,,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,34.8,113.95,0.0,0,0.0,113.95,Joined,,,1.0
68560-ASS,Female,37,No,Assam,4,5,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,102.6,4213.35,2.93,0,1846.23,6056.65,Churned,Competitor,Competitor had better devices,1.0
11472-PUN,Female,33,No,Punjab,8,6,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.4,55.4,0.0,0,13.01,68.41,Churned,Competitor,Competitor had better devices,1.0
82895-UTT,Female,26,No,Uttar Pradesh,8,23,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,69.95,0.0,0,13.04,82.99,Churned,Competitor,Competitor made better offer,1.0
64910-ODI,Female,76,Yes,Odisha,6,7,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.8,88.8,0.0,10,49.6,148.4,Churned,Competitor,Competitor made better offer,1.0
48051-GUJ,Female,49,Yes,Gujarat,0,36,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,25.85,25.85,0.0,0,0.0,25.85,Joined,,,1.0
75616-MAH,Female,76,No,Maharashtra,4,25,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,73.75,545.15,0.0,0,226.8,771.95,Churned,Attitude,Attitude of support person,1.0
19811-MAH,Female,35,Yes,Maharashtra,10,7,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.85,248.4,0.0,0,99.9,348.3,Joined,,,1.0
41061-JAM,Female,33,No,Jammu & Kashmir,13,9,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,357.75,0.0,0,234.4,592.15,Churned,Competitor,Competitor made better offer,1.0
82473-AND,Male,63,Yes,Andhra Pradesh,10,1,Deal 5,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.8,94.4,0.0,0,0.0,94.4,Joined,,,1.0
57338-TAM,Female,54,No,Tamil Nadu,11,14,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,43.95,0.0,0,34.48,78.43,Churned,Attitude,Attitude of service provider,1.0
89512-JAM,Male,57,No,Jammu & Kashmir,3,34,,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.95,134.6,0.0,0,29.76,164.36,Joined,,,1.0
27553-UTT,Female,53,Yes,Uttar Pradesh,0,18,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.3,20.3,0.0,0,4.09,24.39,Joined,,,1.0
23436-TEL,Male,69,Yes,Telangana,9,11,Deal 5,No,,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.45,35.45,0.0,0,0.0,35.45,Churned,Dissatisfaction,Network reliability,1.0
33318-JAM,Female,36,Yes,Jammu & Kashmir,1,9,Deal 1,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,87.4,5918.8,0.0,0,1902.8,7821.6,Churned,Competitor,Competitor made better offer,1.0
98771-KER,Female,28,No,Kerala,2,16,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.1,947.3,0.0,0,510.6,1457.9,Churned,Attitude,Attitude of support person,1.0
66408-ASS,Male,78,Yes,Assam,12,36,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.3,2867.75,0.0,0,275.13,3142.88,Churned,Competitor,Competitor made better offer,1.0
51582-AND,Female,40,Yes,Andhra Pradesh,4,25,Deal 5,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.05,91.1,0.0,40,29.4,160.5,Churned,Competitor,Competitor had better devices,1.0
49243-PUN,Female,78,No,Punjab,2,8,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,86.85,156.35,0.0,40,8.38,204.73,Churned,Competitor,Competitor had better devices,1.0
87024-WES,Female,27,Yes,West Bengal,12,15,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.2,627.4,0.0,0,211.28,838.68,Churned,Competitor,Competitor had better devices,1.0
83196-UTT,Female,61,Yes,Uttar Pradesh,3,10,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,80.55,188.1,0.0,0,10.6,198.7,Joined,,,1.0
49885-MAH,Male,75,Yes,Maharashtra,2,33,,No,,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,2572.95,12.07,0,0.0,2560.88,Churned,Attitude,Attitude of support person,1.0
85148-TEL,Female,58,No,Telangana,3,6,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,489.45,0.0,0,71.82,561.27,Churned,Attitude,Attitude of service provider,1.0
65254-JAM,Female,51,No,Jammu & Kashmir,6,36,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,88.35,1222.8,0.0,0,231.79,1454.59,Churned,Competitor,Competitor made better offer,1.0
84340-UTT,Male,56,Yes,Uttar Pradesh,5,31,Deal 5,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.15,270.8,0.0,0,41.64,312.44,Churned,Competitor,Competitor had better devices,1.0
55106-ASS,Female,29,No,Assam,2,14,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.1,20.1,0.0,0,16.81,36.91,Churned,Competitor,Competitor made better offer,1.0
95735-PUN,Female,53,No,Punjab,10,21,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.25,48.35,0.0,0,42.36,90.71,Joined,,,1.0
75387-TAM,Female,54,No,Tamil Nadu,4,32,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.0,174.8,0.0,0,96.68,271.48,Churned,Competitor,Competitor offered more data,1.0
75280-BIH,Male,44,Yes,Bihar,2,36,,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,70.0,347.4,0.0,10,226.25,583.65,Churned,Competitor,Competitor had better devices,1.0
63499-AND,Male,50,Yes,Andhra Pradesh,5,28,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,0.0,0,14.9,60.75,Churned,Other,Don't know,1.0
35401-UTT,Female,42,Yes,Uttar Pradesh,13,26,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,71.35,71.35,0.0,0,40.4,111.75,Churned,Dissatisfaction,Poor expertise of phone support,1.0
